Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
J. Trenskow;/players/jacob-trenskow/672937/;2024-09-17;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
I. Sebaoui;/players/ilias-sebaoui/797954/;2024-09-17;6;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.466666666666667
N. Hopland;/players/nikolai-soyset-hopland/703339/;2024-09-17;6;0.9333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.9333333333333333
D. Hall;/players/denzel-hall/508910/;2024-09-17;6;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
Danilo Al Saed;/players/danilo-al-saed/530444/;2024-09-17;6;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
L. Smans;/players/levi-smans/757104/;2024-09-17;6;0.3333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.3333333333333333
M. Milovanović;/players/mateja-milovanovic/783196/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Noppert;/players/andries-noppert/300862/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Klaverboer;/players/bernt-klaverboer/645513/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Ahmed;/players/isaiah-ahmed/982466/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Karlsbakk;/players/daniel-seland-karlsbakk/629619/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Nunnely;/players/che-nunnely/423827/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Rallis;/players/dimitris-rallis/982464/;2024-09-17;6;;;;;;;;;;;;;;;0
Hussein Ali;/players/hussein-ali/573309/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Pasveer;/players/remko-pasveer/49689/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
J. Šutalo;/players/josip-utalo/460387/;2024-09-18;6;1.5333333333333332;1.0222222222222221;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;5.111111111111111;0.0;-0.0;0.0;7.666666666666666
D. Rensch;/players/devyne-rensch/601396/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
Y. Baas;/players/youri-baas/638355/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
J. Hato;/players/jorrel-hato/783173/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;12.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
J. Henderson;/players/jordan-henderson/48010/;2024-09-18;6;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.0;0.0;-0.0;0.0;5.333333333333333
K. Taylor;/players/kenneth-taylor/508784/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;17.0
K. Fitz-Jim;/players/kian-fitz-jim/591724/;2024-09-18;6;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.0;0.0;-0.0;0.0;5.333333333333333
B. Traoré;/players/bertrand-traore/102801/;2024-09-18;6;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;8.0;4.0;0.0;-0.0;0.7333333333333333;0.0;-0.0;0.0;16.4
C. Akpom;/players/chuba-akpom/215570/;2024-09-18;6;3.0;2.0;0.0;0.0;-0.0;-0.0;8.0;4.0;0.0;-0.0;1.0;0.0;-0.0;0.0;18.0
M. Godts;/players/mika-marcel-godts/790325/;2024-09-18;6;2.4000000000000004;1.6;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8;0.0;-0.0;0.0;4.8
D. Rugani;/players/daniele-rugani/162676/;2024-09-18;6;1.4666666666666666;0.9777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;4.888888888888888;0.0;-0.0;0.0;7.333333333333332
B. van den Boomen;/players/branco-van-den-boomen/215550/;2024-09-18;6;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;2.6666666666666665
D. Klaassen;/players/davy-klaassen/158581/;2024-09-18;6;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;1.0;0.0;-0.0;0.0;7.666666666666666
W. Weghorst;/players/wout-weghorst/255205/;2024-09-18;6;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.26666666666666666;0.0;-0.0;0.0;1.6
C. Rasmussen;/players/christian-theodor-kjelder-rasmussen/632224/;2024-09-18;6;0.6000000000000001;0.4;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.2;0.0;-0.0;0.0;1.2
A. Gaaei;/players/anton-gaaei/701784/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Ramaj;/players/diant-ramaj/562543/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
O. Wijndal;/players/owen-wijndal/440858/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Banel;/players/jaydon-amauri-banel/783280/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Gorter;/players/jay-gorter/477600/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Tahirović;/players/benjamin-tahirovic/659484/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Janse;/players/dies-janse/898585/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Branderhorst;/players/mathijs-branderhorst/175358/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
Ivo Pinto;/players/ivo-pinto/86672/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
Rodrigo Guth;/players/rodrigo-guth/475116/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-8.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-10.0
D. Grujčić;/players/darijo-grujcic/478384/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
S. van Ottele;/players/syb-van-ottele/525930/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
A. Halilović;/players/alen-halilovi/270136/;2024-09-18;6;2.7333333333333334;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.7333333333333334
S. Bastien;/players/samuel-bastien/314097/;2024-09-18;6;2.3333333333333335;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.3333333333333335
L. Rosier;/players/lorentz-rosier/456607/;2024-09-18;6;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
E. Bullaude;/players/ezequiel-eduardo-bullaude/577164/;2024-09-18;6;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
R. Fosso;/players/ryan-fosso/637283/;2024-09-18;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
K. Peterson;/players/kristoffer-peterson/218002/;2024-09-18;6;1.3666666666666667;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-0.6333333333333333
J. Dahlhaus;/players/jasper-dahlhaus/567944/;2024-09-18;6;1.6333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-1.3666666666666667
M. Aïko;/players/makan-aiko/608125/;2024-09-18;6;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.4666666666666666
S. Adewoye;/players/shawn-adewoye/618207/;2024-09-18;6;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-1.5333333333333334
J. Mitrović;/players/josip-mitrovi/482602/;2024-09-18;6;0.6666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6666666666666666
A. Erceg;/players/ante-erceg/137741/;2024-09-18;6;0.26666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.26666666666666666
R. Bayram;/players/ramazan-bayram/965960/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Koopmans;/players/luuk-koopmans/149059/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Tunjić;/players/luka-tunjic/759911/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Schenkhuizen;/players/tristan-schenkhuizen/970333/;2024-09-18;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Schendelaar;/players/jasper-schendelaar/454473/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
S. Floranus;/players/sherel-floranus/385271/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
S. Graves;/players/simon-graves-jensen/538684/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
A. El Azzouzi;/players/anouar-el-azzouzi/567947/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
A. MacNulty;/players/anselmo-garcia-mcnulty/608607/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
D. van der Haar;/players/damian-van-der-haar/812205/;2024-09-20;7;1.9;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-0.10000000000000009
Jamiro Monteiro;/players/jamiro-gregory-monteiro-alvarenga/421293/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. van den Berg;/players/dave-van-den-berg-/475335/;2024-09-20;7;1.9;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-0.10000000000000009
F. Krastev;/players/filip-yavorov-krastev/550509/;2024-09-20;7;2.833333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.833333333333333
D. Vente;/players/dylan-vente/426585/;2024-09-20;7;3.0;0.0;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;11.0
D. Mbayo;/players/dylan-mbayo/599681/;2024-09-20;7;2.5666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.5666666666666664
T. Lutonda;/players/thierry-lutonda/462568/;2024-09-20;7;1.0999999999999999;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;1.0999999999999999
Y. Namli;/players/younes-namli/291585/;2024-09-20;7;1.0999999999999999;0.0;0.0;0.0;-2.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.1
K. de Rooij;/players/kaj-de-rooij/539368/;2024-09-20;7;0.4333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.4333333333333333
T. Buitink;/players/thomas-buitnik/457668/;2024-09-20;7;0.16666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666666
M. Hauptmeijer;/players/mike-hauptmeijer/321048/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Thomas;/players/ryan-thomas/215382/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Fichtinger;/players/nick-fichtinger/914267/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Gijselhart;/players/teun-gijselhart/789919/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
E. Reijnders;/players/eliano-reijnders/577288/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Vermeer;/players/kenneth-vermeer/2175/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Owusu-Oduro;/players/rome-jayden-owusu-oduro/789860/;2024-09-20;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
Alexandre Penetra;/players/alexandre-manuel-penetra-correia/572102/;2024-09-20;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
D. Møller Wolfe;/players/david-moller-wolfe/603294/;2024-09-20;7;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.0
S. Maikuma;/players/seiya-maikuma/651537/;2024-09-20;7;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.0
W. Goes;/players/wouter-goes/777233/;2024-09-20;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
J. Clasie;/players/jordy-clasie/134078/;2024-09-20;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
P. Koopmeiners;/players/peer-koopmeiners/533281/;2024-09-20;7;2.533333333333333;1.6888888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.222222222222222
S. Mijnans;/players/sven-mijnans/566000/;2024-09-20;7;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
I. Sadiq;/players/ibrahim-sadiq/513977/;2024-09-20;7;2.833333333333333;1.8888888888888888;0.0;0.0;-0.0;-0.0;16.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;20.72222222222222
T. Parrott;/players/troy-parrot/515624/;2024-09-20;7;2.533333333333333;1.6888888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.222222222222222
R. van Bommel;/players/ruben-van-bommel/834074/;2024-09-20;7;2.833333333333333;1.8888888888888888;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;8.722222222222221
K. Belić;/players/kristijan-belic/453868/;2024-09-20;7;0.4666666666666667;0.3111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.7777777777777778
M. Meerdink;/players/mexx-meerdink/796451/;2024-09-20;7;0.4666666666666667;0.3111111111111111;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-1.2222222222222223
M. Lahdo;/players/mayckel-lahdo/660897/;2024-09-20;7;0.16666666666666666;0.1111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2777777777777778
Z. Buurmeester;/players/zico-buurmeester/627669/;2024-09-20;7;0.16666666666666666;0.1111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2777777777777778
D. Kwakman;/players/dave-kwakman/777219/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Dekker;/players/maxim-dekker/700543/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Zoet;/players/jeroen-zoet/61206/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
H. Verhulst;/players/hobie-verhulst/138446/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Kasius;/players/denso-kasius/569311/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Zeefuik;/players/lequincio-zeefuik/699766/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
E. Poku;/players/ernest-poku/700544/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Addai;/players/jayden-addai/789997/;2024-09-20;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
V. Barkas;/players/vasileios-barkas/272919/;2024-09-21;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;3.0
N. Viergever;/players/nick--viergever/78529/;2024-09-21;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;3.0
M. van der Hoorn;/players/mike-van-der-hoorn/190540/;2024-09-21;7;2.5;1.6666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;2.166666666666667
S. Horemans;/players/siebe-horemans/399758/;2024-09-21;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. El Karouani;/players/souffian-elkarouani/537878/;2024-09-21;7;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
J. Toornstra;/players/jens-toornstra/110217/;2024-09-21;7;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.333333333333333
C. Bozdoğan;/players/can-bozdogan/529101/;2024-09-21;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
A. Engwanda;/players/alonzo-engwanda/638250/;2024-09-21;7;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
O. Romeny;/players/ole-ter-haar-romeny/532140/;2024-09-21;7;2.5;1.6666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.166666666666667
N. Ohio;/players/noah-ohio/571268/;2024-09-21;7;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;3.0;-0.0;0.0;6.333333333333333
Y. Cathline;/players/yoann-cathline/660710/;2024-09-21;7;2.966666666666667;1.9777777777777779;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.944444444444445
V. Jensen;/players/victor-jensen/460509/;2024-09-21;7;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.6666666666666665
D. Min;/players/david-min/587715/;2024-09-21;7;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.6666666666666665
M. Didden;/players/matisse-didden/541794/;2024-09-21;7;0.5;0.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.8333333333333333
Miguel Rodríguez;/players/miguel-rodriguez-vidal/576516/;2024-09-21;7;0.5;0.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.8333333333333333
P. Aaronson;/players/paxten-aaronson/576828/;2024-09-21;7;0.03333333333333333;0.022222222222222223;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-1.9444444444444444
O. Fraulo;/players/oscar-fraulo/637161/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Descotte;/players/anthony-descotte/638248/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Booth;/players/taylor-booth/441556/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Finnsson;/players/kolbeinn-finnsson/384487/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Brouwer;/players/michael-brouwer/250395/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Blake;/players/adrian-blake/695557/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. de Graaff;/players/tom-gerard-de-graaff/783148/;2024-09-21;7;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Didillon-Hödl;/players/thomas-didillon/259971/;2024-09-21;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Tirpan;/players/mickael-tirpan/202469/;2024-09-21;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Behounek;/players/raffael-behounek/408747/;2024-09-21;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-3.0;0.0;0.0;-0.0;0.0;-3.0
T. St. Jago;/players/tommy-st-jago/477596/;2024-09-21;7;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Sigurgeirsson;/players/runar-thor-sigurgeirsson/491746/;2024-09-21;7;2.933333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;6.0;-3.0;-3.0;0.0;0.0;-0.0;0.0;2.9333333333333336
A. Lachkar;/players/amine-lachkar/876151/;2024-09-21;7;2.1999999999999997;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-0.8000000000000003
J. Bosch;/players/jesse-bosch/621347/;2024-09-21;7;2.1666666666666665;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666652
R. Meerveld;/players/ringo-meerveld/623815/;2024-09-21;7;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
C. Sandra;/players/cisse-sandra/638266/;2024-09-21;7;3.0;0.0;0.0;0.0;-0.0;-0.0;18.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;21.0
N. Doodeman;/players/nick-doodeman/454478/;2024-09-21;7;2.1999999999999997;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.1999999999999997
K. Vaesen;/players/kyan-vaesen/620620/;2024-09-21;7;2.5666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.5666666666666664
