Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
S. Lammers;/players/sam-lammers/407736/;2024-08-25;3;1.8666666666666667;1.2444444444444445;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.6222222222222222;0.0;-0.0;0.0;3.7333333333333334
M. van Bergen;/players/mitchell-van-bergen/426574/;2024-08-25;3;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7666666666666667;0.0;-0.0;0.0;4.6000000000000005
D. Rots;/players/daan-rots/628516/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;6.0
R. van Wolfswinkel;/players/ricky-van-wolfswinkel/59407/;2024-08-25;3;1.1333333333333333;0.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.37777777777777777;0.0;-0.0;0.0;2.2666666666666666
M. Vlap;/players/michel-vlap/407742/;2024-08-25;3;1.1333333333333333;0.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.1333333333333333;0.0;-0.0;0.0;3.022222222222222
B. Kuipers;/players/bas-edo-kuipers/274649/;2024-08-25;3;0.7333333333333333;0.4888888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;2.444444444444444;0.0;-0.0;0.0;3.666666666666666
S. Ltaief;/players/sayfallah-ltaief/659735/;2024-08-25;3;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7;0.0;-0.0;0.0;1.8666666666666665
G. Besselink;/players/gijs-besselink/895383/;2024-08-25;3;0.30000000000000004;0.2;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.30000000000000004;0.0;-0.0;0.0;0.8
I. El Maach;/players/issam-el-maach/506880/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Mesbahi;/players/julien-mesbahi/830556/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Van Hoorenbeeck;/players/alec-van-hoorenbeeck/593523/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Kjølø;/players/mathias-ullereng-kjolo/517477/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Rots;/players/mats-rots/830558/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Karssies;/players/sam-luca-karssies/637401/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
G. Lagerbielke;/players/gustaf-lagerbielke/500894/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. van der Hart;/players/mickey-van-der-hart/218009/;2024-08-25;3;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
P. Bochniewicz;/players/pawe-bochniewicz/273911/;2024-08-25;3;2.0666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;0.06666666666666643
M. Köhlert;/players/mats-kohlert/400423/;2024-08-25;3;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
S. Kersten;/players/sam-kersten/453644/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
O. Braude;/players/oliver-johansen-braude/794018/;2024-08-25;3;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;0.4666666666666668
L. Brouwers;/players/luuk-brouwers/402458/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. Olsson;/players/simon-olsson/423888/;2024-08-25;3;2.6666666666666665;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.6666666666666665
E. van Ee;/players/espen-van-ee/921919/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
I. Nicolăescu;/players/ion-nicolescu/446191/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
J. Trenskow;/players/jacob-trenskow/672937/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
I. Sebaoui;/players/ilias-sebaoui/797954/;2024-08-25;3;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.466666666666667
N. Hopland;/players/nikolai-soyset-hopland/703339/;2024-08-25;3;0.9333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.9333333333333333
D. Hall;/players/denzel-hall/508910/;2024-08-25;3;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
Danilo Al Saed;/players/danilo-al-saed/530444/;2024-08-25;3;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
L. Smans;/players/levi-smans/757104/;2024-08-25;3;0.3333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.3333333333333333
M. Milovanović;/players/mateja-milovanovic/783196/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Noppert;/players/andries-noppert/300862/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Klaverboer;/players/bernt-klaverboer/645513/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Ahmed;/players/isaiah-ahmed/982466/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Karlsbakk;/players/daniel-seland-karlsbakk/629619/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Nunnely;/players/che-nunnely/423827/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Rallis;/players/dimitris-rallis/982464/;2024-08-25;3;;;;;;;;;;;;;;;0
Hussein Ali;/players/hussein-ali/573309/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Pasveer;/players/remko-pasveer/49689/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
J. Šutalo;/players/josip-utalo/460387/;2024-08-25;3;1.5333333333333332;1.0222222222222221;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;5.111111111111111;0.0;-0.0;0.0;7.666666666666666
D. Rensch;/players/devyne-rensch/601396/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
Y. Baas;/players/youri-baas/638355/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
J. Hato;/players/jorrel-hato/783173/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;12.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;27.0
J. Henderson;/players/jordan-henderson/48010/;2024-08-25;3;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.0;0.0;-0.0;0.0;5.333333333333333
K. Taylor;/players/kenneth-taylor/508784/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;17.0
K. Fitz-Jim;/players/kian-fitz-jim/591724/;2024-08-25;3;2.0;1.3333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.0;0.0;-0.0;0.0;5.333333333333333
B. Traoré;/players/bertrand-traore/102801/;2024-08-25;3;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;8.0;4.0;0.0;-0.0;0.7333333333333333;0.0;-0.0;0.0;16.4
C. Akpom;/players/chuba-akpom/215570/;2024-08-25;3;3.0;2.0;0.0;0.0;-0.0;-0.0;8.0;4.0;0.0;-0.0;1.0;0.0;-0.0;0.0;18.0
M. Godts;/players/mika-marcel-godts/790325/;2024-08-25;3;2.4000000000000004;1.6;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8;0.0;-0.0;0.0;4.8
D. Rugani;/players/daniele-rugani/162676/;2024-08-25;3;1.4666666666666666;0.9777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;4.888888888888888;0.0;-0.0;0.0;7.333333333333332
B. van den Boomen;/players/branco-van-den-boomen/215550/;2024-08-25;3;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;2.6666666666666665
D. Klaassen;/players/davy-klaassen/158581/;2024-08-25;3;1.0;0.6666666666666666;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;1.0;0.0;-0.0;0.0;7.666666666666666
W. Weghorst;/players/wout-weghorst/255205/;2024-08-25;3;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.26666666666666666;0.0;-0.0;0.0;1.6
C. Rasmussen;/players/christian-theodor-kjelder-rasmussen/632224/;2024-08-25;3;0.6000000000000001;0.4;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.2;0.0;-0.0;0.0;1.2
A. Gaaei;/players/anton-gaaei/701784/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Ramaj;/players/diant-ramaj/562543/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
O. Wijndal;/players/owen-wijndal/440858/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Banel;/players/jaydon-amauri-banel/783280/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Gorter;/players/jay-gorter/477600/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Tahirović;/players/benjamin-tahirovic/659484/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Janse;/players/dies-janse/898585/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Branderhorst;/players/mathijs-branderhorst/175358/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
Ivo Pinto;/players/ivo-pinto/86672/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
Rodrigo Guth;/players/rodrigo-guth/475116/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-8.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-10.0
D. Grujčić;/players/darijo-grujcic/478384/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
S. van Ottele;/players/syb-van-ottele/525930/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
A. Halilović;/players/alen-halilovi/270136/;2024-08-25;3;2.7333333333333334;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.7333333333333334
S. Bastien;/players/samuel-bastien/314097/;2024-08-25;3;2.3333333333333335;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.3333333333333335
L. Rosier;/players/lorentz-rosier/456607/;2024-08-25;3;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
E. Bullaude;/players/ezequiel-eduardo-bullaude/577164/;2024-08-25;3;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
R. Fosso;/players/ryan-fosso/637283/;2024-08-25;3;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
K. Peterson;/players/kristoffer-peterson/218002/;2024-08-25;3;1.3666666666666667;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-0.6333333333333333
J. Dahlhaus;/players/jasper-dahlhaus/567944/;2024-08-25;3;1.6333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-1.3666666666666667
M. Aïko;/players/makan-aiko/608125/;2024-08-25;3;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.4666666666666666
S. Adewoye;/players/shawn-adewoye/618207/;2024-08-25;3;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-1.5333333333333334
J. Mitrović;/players/josip-mitrovi/482602/;2024-08-25;3;0.6666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6666666666666666
A. Erceg;/players/ante-erceg/137741/;2024-08-25;3;0.26666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.26666666666666666
R. Bayram;/players/ramazan-bayram/965960/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Koopmans;/players/luuk-koopmans/149059/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Tunjić;/players/luka-tunjic/759911/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Schenkhuizen;/players/tristan-schenkhuizen/970333/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Olij;/players/nick-olij/235322/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
B. Reith;/players/boyd-reith/427038/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
M. Eerdhuijzen;/players/mike--eerdhuijzen/537301/;2024-08-25;3;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.0
D. van der Kust;/players/djevencio-van-der-kust/569309/;2024-08-25;3;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.0
R. Meissen;/players/rick-meissen/571955/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
A. Verschueren;/players/arno-vershueren/319385/;2024-08-25;3;2.7;0.0;0.9;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.6
P. Clement;/players/pelle-clement/379793/;2024-08-25;3;2.1666666666666665;0.0;0.7222222222222222;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.888888888888889
J. Baas;/players/julian-baas/663406/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
M. Nassoh;/players/mohamed-nassoh/680659/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
T. Lauritsen;/players/tobias-lauritsen/406745/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;8.0
C. Neghli;/players/camiel-neghli/680707/;2024-08-25;3;2.7333333333333334;0.0;0.9111111111111111;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;11.644444444444444
J. Kitolano;/players/joshua-gaston-kitolano/517475/;2024-08-25;3;0.8333333333333334;0.0;0.2777777777777778;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.1111111111111112
Metinho;/players/abemly-meto-silu/691959/;2024-08-25;3;0.30000000000000004;0.0;0.1;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-1.6
S. Mito;/players/shunsuke-mito/640252/;2024-08-25;3;0.26666666666666666;0.0;0.08888888888888889;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.35555555555555557
A. Oufkir;/players/ayoub-oufkir/935867/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Brym;/players/charles-andreas-brym/538704/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Kleijn;/players/mike-kleijn/778111/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
H. El Dahri;/players/hamza-el-dahri/819347/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. de Guzmán;/players/jonathan-alexander-de-guzman/2259/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Bakari;/players/said-bakari/325391/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Tevreden;/players/dylan-tevreden/866324/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Y. Schoonderwaldt;/players/youri-youri-schoonderwaldt/537694/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Young;/players/marvin-young/890667/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Wellenreuther;/players/timon-wellenreuther/258964/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. Hancko;/players/david-hancko/391059/;2024-08-25;3;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.0
L. Geertruida;/players/lutsharel-geertruida/463698/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
G. Smal;/players/gijs-smal/508760/;2024-08-25;3;2.2666666666666666;0.0;0.7555555555555555;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.022222222222222
T. Beelen;/players/thomas-beelen/760998/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
C. Stengs;/players/calvin-stengs/458659/;2024-08-25;3;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0
Q. Timber;/players/quinten-maduro/463017/;2024-08-25;3;2.2666666666666666;0.0;0.7555555555555555;0.0;-2.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;10.022222222222222
R. Zerrouki;/players/ramiz-larbi-zerrouki/621348/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-8.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-4.0
G. Zechiël;/players/gjivai-zechiel/864326/;2024-08-25;3;1.5333333333333332;0.0;0.5111111111111111;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0444444444444443
S. Giménez;/players/santiago-tomas-gimenez/494293/;2024-08-25;3;2.6;0.0;0.8666666666666667;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.466666666666667
Igor Paixão;/players/igor-guilherme-barbosa-da-paixao/593041/;2024-08-25;3;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
A. Hadj Moussa;/players/anis--hadj-moussa/755639/;2024-08-25;3;1.4666666666666666;0.0;0.4888888888888889;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.9555555555555555
C. Nadje;/players/chris-kevin-nadje/667108/;2024-08-25;3;0.7333333333333333;0.0;0.24444444444444444;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.9777777777777777
N. Kasanwirjo;/players/neraysho-kasanwirjo/525925/;2024-08-25;3;0.7333333333333333;0.0;0.24444444444444444;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.9777777777777777
A. Ueda;/players/ayase-ueda/551425/;2024-08-25;3;0.4;0.0;0.13333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
G. Read;/players/givairo-read/821635/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Carranza;/players/julian-carranza/475791/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Ivanušec;/players/luka-ivanuec/424605/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. van Sas;/players/mikki-van-sas/669604/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Bijlow;/players/justin-bijlow/340393/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
O. Lingr;/players/ondej-lingr/377533/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Plug;/players/jan-plug/930803/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Mitchell;/players/jeyland-mitchell/687479/;2024-08-25;3;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Houwen;/players/jeroen-houwen/303254/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Meijers;/players/aaron-meijers/59081/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Van den Buijs;/players/dario-van-den-buijs/353273/;2024-08-30;4;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
J. Lelieveld;/players/julian-lelieveld/407738/;2024-08-30;4;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-0.4666666666666668
R. van Eijma;/players/roshon-van-eijma/539577/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
G. Roemeratoe;/players/godfried-roemeratoe/426582/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. Weidmann;/players/daouda-weidmann/782160/;2024-08-30;4;2.4333333333333336;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.43333333333333357
C. Lokesa;/players/chris-lokesa/847737/;2024-08-30;4;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
