Rugnummer;Naam;Positie;Link;SW_Naam;SW_ID;Team;Naam_fix
;Metinho;M;/players/abemly-meto-silu/691959/;abemly-meto-silu;691959;Sparta Rotterdam;Metinho
17.0;R. Omorowa;A;/players/richie-omorowa/691971/;richie-omorowa;691971;Excelsior;R. Omorowa
10.0;S. Hamulić;A;/players/said-hamulic/692022/;said-hamulic;692022;Vitesse;S. Hamulic
15.0;A. Blake;A;/players/adrian-blake/695557/;adrian-blake;695557;FC Utrecht;A. Blake
63.0;L. Comenencia;V;/players/livano-comenencia/696780/;livano-comenencia;696780;PSV;L. Comenencia
25.0;L. Zeefuik;A;/players/lequincio-zeefuik/699766/;lequincio-zeefuik;699766;FC Volendam;L. Zeefuik
22.0;M. Dekker;V;/players/maxim-dekker/700543/;maxim-dekker;700543;AZ;M. Dekker
21.0;E. Poku;A;/players/ernest-poku/700544/;ernest-poku;700544;AZ;E. Poku
43.0;G. van Zwam;V;/players/giovanni-van-zwam/700633/;giovanni-van-zwam;700633;Vitesse;G. van Zwam
26.0;I. Babadi;A;/players/isaac-babadi/700867/;isaac-babadi;700867;PSV;I. Babadi
3.0;A. Gaaei;V;/players/anton-gaaei/701784/;anton-gaaei;701784;Ajax;A. Gaaei
36.0;M. de Haan;M;/players/milan-de-haan/701962/;milan-de-haan;701962;FC Volendam;M. de Haan
20.0;L. Hartjes;M;/players/lennard-hartjes/736390/;lennard-hartjes;736390;Excelsior;L. Hartjes
27.0;A. Milambo;M;/players/antoni-djibu-milambo/736392/;antoni-djibu-milambo;736392;Feyenoord;A. Milambo
41.0;D. Verduin;K;/players/duke-verduin/736659/;duke-verduin;736659;PEC Zwolle;D. Verduin
25.0;A. Tibidi;A;/players/alexis-tibidi/754324/;alexis-tibidi;754324;NEC;A. Tibidi
;D. van Wageningen;M;/players/dylan-van-wageningen/755005/;dylan-van-wageningen;755005;Sparta Rotterdam;D. van Wageningen
20.0;K. van Oevelen;K;/players/kayne-van-oevelen/755773/;kayne-van-oevelen;755773;FC Volendam;K. van Oevelen
19.0;Y. Taha;M;/players/younes-taha-el-idrissi/755774/;younes-taha-el-idrissi;755774;FC Twente;Y. Taha
3.0;T. Beelen;V;/players/thomas-beelen/760998/;thomas-beelen;760998;Feyenoord;T. Beelen
52.0;T. Abed;M;/players/tai-abed/761155/;tai-abed;761155;PSV;T. Abed
29.0;R. Tol;V;/players/rob-tol/766779/;rob-tol;766779;FC Volendam;R. Tol
52.0;J. van der Wilt;K;/players/joel-van-der-wilt/771874/;joel-van-der-wilt;771874;Almere City FC;J. van der Wilt
47.0;T. Gooijer;V;/players/tristan-gooijer/777215/;tristan-gooijer;777215;Ajax;T. Gooijer
44.0;D. Kwakman;M;/players/dave-kwakman/777219/;dave-kwakman;777219;AZ;D. Kwakman
3.0;W. Goes;V;/players/wouter-goes/777233/;wouter-goes;777233;AZ;W. Goes
;O. Agougil;V;/players/oualid-agougil/778098/;oualid-agougil;778098;Ajax;O. Agougil
24.0;S. Vos;M;/players/silvano-cliff-robbie-vos/778100/;silvano-cliff-robbie-vos;778100;Ajax;S. Vos
63.0;J. Slory;A;/players/jaden-fernando-slory/778109/;jaden-fernando-slory;778109;Feyenoord;J. Slory
7.0;J. van Duiven;A;/players/jason-van-duiven/778117/;jason-van-duiven;778117;Almere City FC;J. van Duiven
55.0;T. Bramel;K;/players/tom-bramel/778119/;tom-bramel;778119;Vitesse;T. Bramel
33.0;E. Fiemawhle;A;/players/ezechiel-fiemawhle/781244/;ezechiel-fiemawhle;781244;FC Volendam;E. Fiemawhle
30.0;D. Weidmann;M;/players/daouda-weidmann/782160/;daouda-weidmann;782160;RKC Waalwijk;D. Weidmann
53.0;T. de Graaff;K;/players/tom-gerard-de-graaff/783148/;tom-gerard-de-graaff;783148;Ajax;T. de Graaff
4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173;Ajax;J. Hato
;D. Jermoumi;V;/players/diyae-edinne-jermoumi/783189/;diyae-edinne-jermoumi;783189;Ajax;D. Jermoumi
54.0;J. Brandes;M;/players/julian-christiaan-brandes/783215/;julian-christiaan-brandes;783215;Ajax;J. Brandes
50.0;G. Misehouy;A;/players/gabriel-osei-misehouy/783270/;gabriel-osei-misehouy;783270;Ajax;G. Misehouy
16.0;D. Bobson;M;/players/divaio-jhair-bobson/783272/;divaio-jhair-bobson;783272;PEC Zwolle;D. Bobson
49.0;J. Banel;A;/players/jaydon-amauri-banel/783280/;jaydon-amauri-banel;783280;Ajax;J. Banel
24.0;J. Markelo;A;/players/jahnoah-guevara-markelo/783394/;jahnoah-guevara-markelo;783394;Go Ahead Eagles;J. Markelo
25.0;G. de Regt;A;/players/gyan-de-regt/787476/;gyan-de-regt;787476;Vitesse;G. de Regt
39.0;M. Robberechts;A;/players/milan-robberechts/789504/;milan-robberechts;789504;Fortuna Sittard;M. Robberechts
20.0;R. Owusu-Oduro;K;/players/rome-jayden-owusu-oduro/789860/;rome-jayden-owusu-oduro;789860;AZ;R. Owusu-Oduro
24.0;L. Schouten;M;/players/lewis-schouten/789914/;lewis-schouten;789914;AZ;L. Schouten
;T. Gijselhart;M;/players/teun-gijselhart/789919/;teun-gijselhart;789919;PEC Zwolle;T. Gijselhart
;K. Smit;M;/players/kees-smit/789945/;kees-smit;789945;AZ;K. Smit
17.0;J. Addai;A;/players/jayden-addai/789997/;jayden-addai;789997;AZ;J. Addai
39.0;M. Godts;A;/players/mika-marcel-godts/790325/;mika-marcel-godts;790325;Ajax;M. Godts
25.0;L. Sauer;A;/players/leo-sauer/790415/;leo-sauer;790415;Feyenoord;L. Sauer
33.0;S. Sönmez;A;/players/selim-can-sonmez/792521/;selim-can-sonmez;792521;NEC;S. Sonmez
9.0;J. Voelkerling Persson;A;/players/joel--voelkerling-persson/792858/;joel--voelkerling-persson;792858;Vitesse;J. Voelkerling Persson
45.0;O. Braude;M;/players/oliver-johansen-braude/794018/;oliver-johansen-braude;794018;sc Heerenveen;O. Braude
29.0;M. Meerdink;A;/players/mexx-meerdink/796451/;mexx-meerdink;796451;AZ;M. Meerdink
39.0;J. Ritmeester van de Kamp;M;/players/jochem-ritmeester-van-de-kamp/801840/;jochem-ritmeester-van-de-kamp;801840;Almere City FC;J. Ritmeester van de Kamp
53.0;T. Kuijsten;K;/players/tristan-kuijsten/803111/;tristan-kuijsten;803111;AZ;T. Kuijsten
16.0;I. Nazih;M;/players/imran-nazih/805377/;imran-nazih;805377;FC Volendam;I. Nazih
17.0;Darío Serra;A;/players/dario-serra-alvarez/807093/;dario-serra-alvarez;807093;Go Ahead Eagles;Dario Serra
27.0;R. Eyongo;A;/players/raphael-eyongo/809940/;raphael-eyongo;809940;Excelsior;R. Eyongo
32.0;N. Rossen;M;/players/nils-rossen/809993/;nils-rossen;809993;NEC;N. Rossen
14.0;G. Kuol;A;/players/garang-kuol/810348/;garang-kuol;810348;FC Volendam;G. Kuol
38.0;I. Jenner;M;/players/ivar-jenner/811720/;ivar-jenner;811720;FC Utrecht;I. Jenner
33.0;D. van der Haar;V;/players/damian-van-der-haar/812205/;damian-van-der-haar;812205;PEC Zwolle;D. van der Haar
33.0;N. Verdoni;K;/players/nando-verdoni/813110/;nando-verdoni;813110;Go Ahead Eagles;N. Verdoni
23.0;K. Sano;M;/players/kodai-sano/815318/;kodai-sano;815318;NEC;K. Sano
;H. El Dahri;M;/players/hamza-el-dahri/819347/;hamza-el-dahri;819347;Sparta Rotterdam;H. El Dahri
;G. Read;M;/players/givairo-read/821635/;givairo-read;821635;Feyenoord;G. Read
;R. Rosario;A;/players/rayvien-rosario/821748/;rayvien-rosario;821748;Sparta Rotterdam;R. Rosario
33.0;W. Kooy;V;/players/wessel-kooy/822653/;wessel-kooy;822653;FC Utrecht;W. Kooy
52.0;K. Symons;V;/players/kaya-symons/825389/;kaya-symons;825389;Vitesse;K. Symons
32.0;S. de Moes;V;/players/siem-de-moes/826284/;siem-de-moes;826284;Excelsior;S. de Moes
99.0;K. Zeggen;K;/players/kiyani-zeggen-lieuw-kie-song/830538/;kiyani-zeggen-lieuw-kie-song;830538;AZ;K. Zeggen
;E. Bassey;V;/players/essien-bassey/830549/;essien-bassey;830549;PSV;E. Bassey
31.0;T. Land;M;/players/tygo-land/830551/;tygo-land;830551;PSV;T. Land
;R. van de Riet;V;/players/raf-van-de-riet/830552/;raf-van-de-riet;830552;PSV;R. van de Riet
24.0;J. Mesbahi;V;/players/julien-mesbahi/830556/;julien-mesbahi;830556;FC Twente;J. Mesbahi
39.0;M. Rots;V;/players/mats-rots/830558/;mats-rots;830558;FC Twente;M. Rots
;J. Bal;A;/players/jesse-bal/831525/;jesse-bal;831525;Sparta Rotterdam;J. Bal
23.0;B. van Duijl;V;/players/billy-van-duijl/832010/;billy-van-duijl;832010;FC Volendam;B. van Duijl
26.0;M. Jonathans;A;/players/miliano-jonathans/833677/;miliano-jonathans;833677;Vitesse;M. Jonathans
15.0;R. van Bommel;A;/players/ruben-van-bommel/834074/;ruben-van-bommel;834074;AZ;R. van Bommel
34.0;C. Olde Keizer;V;/players/chiel-olde-keizer/838847/;chiel-olde-keizer;838847;Heracles Almelo;C. Olde Keizer
27.0;Q. Hoeve;M;/players/quincy-anthony-edgar-nathan-hoeve/842080/;quincy-anthony-edgar-nathan-hoeve;842080;FC Volendam;Q. Hoeve
59.0;N. Sambo;M;/players/naygiro-sambo/844614/;naygiro-sambo;844614;Vitesse;N. Sambo
;T. Kraaijeveld;M;/players/thijs-kraaijeveld/845711/;thijs-kraaijeveld;845711;Feyenoord;T. Kraaijeveld
32.0;I. Yegoian;M;/players/irakli-yegoian/845725/;irakli-yegoian;845725;FC Twente;I. Yegoian
;T. Smolenaars;K;/players/tijn-smolenaars/846638/;tijn-smolenaars;846638;PSV;T. Smolenaars
14.0;C. Lokesa;M;/players/chris-lokesa/847737/;chris-lokesa;847737;RKC Waalwijk;C. Lokesa
44.0;N. Groen;A;/players/nesto-groen/849103/;nesto-groen;849103;Feyenoord;N. Groen
41.0;M. Berger;K;/players/mannou-berger/851452/;mannou-berger;851452;Feyenoord;M. Berger
;M. de Ligt;V;/players/max-de-ligt/853143/;max-de-ligt;853143;Sparta Rotterdam;M. de Ligt
32.0;V. Dedes;V;/players/victor--rosendahl-dedes/854464/;victor--rosendahl-dedes;854464;PEC Zwolle;V. Dedes
29.0;K. de Wit;M;/players/kas-de-wit/857092/;kas-de-wit;857092;NEC;K. de Wit
28.0;P. Saathof;V;/players/pim-saathof/857131/;pim-saathof;857131;Go Ahead Eagles;P. Saathof
;R. Weijenberg;M;/players/robbin-weijenberg/857132/;robbin-weijenberg;857132;Go Ahead Eagles;R. Weijenberg
18.0;Diego Gustavo;M;/players/diego-gustavo-rodrigues-de-lima/860153/;diego-gustavo-rodrigues-de-lima;860153;FC Volendam;Diego Gustavo
19.0;Y. Minteh;A;/players/yankuba-minteh/862574/;yankuba-minteh;862574;Feyenoord;Y. Minteh
15.0;N. Bijnoe;V;/players/nash-bijnoe/864312/;nash-bijnoe;864312;FC Volendam;N. Bijnoe
24.0;G. Zechiël;M;/players/gjivai-zechiel/864326/;gjivai-zechiel;864326;Feyenoord;G. Zechiel
37.0;M. Oukhattou;M;/players/mohamed-oukhattou/878072/;mohamed-oukhattou;878072;PEC Zwolle;M. Oukhattou
35.0;F. Marizan;V;/players/francisco-reyes-marizan/884851/;francisco-reyes-marizan;884851;FC Volendam;F. Marizan
30.0;D. Maas;M;/players/daan-maas/889021/;daan-maas;889021;NEC;D. Maas
30.0;F. Klomp;M;/players/flip-klomp/889986/;flip-klomp;889986;FC Volendam;F. Klomp
41.0;G. Besselink;M;/players/gijs-besselink/895383/;gijs-besselink;895383;FC Twente;G. Besselink
;W. Olofsson;V;/players/wilmer-olofsson/895578/;wilmer-olofsson;895578;AZ;W. Olofsson
42.0;R. van der Plaat;V;/players/roan-van-der-plaat/895879/;roan-van-der-plaat;895879;sc Heerenveen;R. van der Plaat
46.0;M. van der Horst;M;/players/mika-van-der-horst/896254/;mika-van-der-horst;896254;FC Volendam;M. van der Horst
;J. Uneken;A;/players/jesper-uneken/896685/;jesper-uneken;896685;PSV;J. Uneken
44.0;L. van Koeverden;V;/players/luc-van-koeverden/900294/;luc-van-koeverden;900294;FC Volendam;L. van Koeverden
30.0;D. van Oorschot;A;/players/diego-van-oorschot/900479/;diego-van-oorschot;900479;Heracles Almelo;D. van Oorschot
35.0;S. Bultman;V;/players/stijn-bultman/902555/;stijn-bultman;902555;Heracles Almelo;S. Bultman
;M. Berenschot;A;/players/milan-berenschot/906463/;milan-berenschot;906463;Go Ahead Eagles;M. Berenschot
;J. Smits;M;/players/jorn-smits/906464/;jorn-smits;906464;Go Ahead Eagles;J. Smits
;S. van der Plas;V;/players/sven-van-der-plas/907758/;sven-van-der-plas;907758;PSV;S. van der Plas
34.0;N. Fichtinger;M;/players/nick-fichtinger/914267/;nick-fichtinger;914267;PEC Zwolle;N. Fichtinger
38.0;M. Witteveen;M;/players/melle-joop-witteveen/915624/;melle-joop-witteveen;915624;sc Heerenveen;M. Witteveen
35.0;L. Netten;V;/players/luc-netten/921544/;luc-netten;921544;NEC;L. Netten
44.0;J. Altena;M;/players/jordi-altena/921601/;jordi-altena;921601;Vitesse;J. Altena
56.0;M. Egbring;V;/players/mats-egbring/921602/;mats-egbring;921602;Vitesse;M. Egbring
40.0;E. van Ee;M;/players/espen-van-ee/921919/;espen-van-ee;921919;sc Heerenveen;E. van Ee
;J. Triep;M;/players/jorn-triep/923162/;jorn-triep;923162;Sparta Rotterdam;J. Triep
;N. Verschuren;V;/players/nick-verschuren/923634/;nick-verschuren;923634;Ajax;N. Verschuren
36.0;C. Bos;V;/players/christian-bos/927560/;christian-bos;927560;PEC Zwolle;C. Bos
;S. Gomez Van Hoogen;M;/players/samuel-gomez-van-hoogen/929514/;samuel-gomez-van-hoogen;929514;PSV;S. Gomez Van Hoogen
;J. Bawuah;M;/players/jordy-bawuah/930297/;jordy-bawuah;930297;PSV;J. Bawuah
;B. van den Boogaard;V;/players/brian-van-den-boogaard/930883/;brian-van-den-boogaard;930883;PSV;B. van den Boogaard
;O. Zimuangana;A;/players/onesime-zimuangana/930901/;onesime-zimuangana;930901;PSV;O. Zimuangana
;G. Trenidad;A;/players/geatan-trenidad/930904/;geatan-trenidad;930904;PSV;G. Trenidad
48.0;B. van Driel;M;/players/bram-van-driel/933550/;bram-van-driel;933550;FC Volendam;B. van Driel
16.0;B. Broekmans;K;/players/boaz-broekmans/934870/;boaz-broekmans;934870;Fortuna Sittard;B. Broekmans
;D. Ghafour;M;/players/dielan-ghafour/939816/;dielan-ghafour;939816;Go Ahead Eagles;D. Ghafour
58.0;A. Visser;A;/players/andy-visser/943779/;andy-visser;943779;Vitesse;A. Visser
;D. Ruward;V;/players/dylan-ruward/947888/;dylan-ruward;947888;PEC Zwolle;D. Ruward
35.0;C. Hatenboer;M;/players/cedric-hatenboer/947892/;cedric-hatenboer;947892;Excelsior;C. Hatenboer
