Coach;Speler;Speelronde;Rugnummer;Naam;Positie;Link;SW_Naam;SW_ID;Team;Naam_fix;P_Totaal
Friggles;B. Brobbey;27;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;13.13
Jay-Jay;N. Olij;27;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;2.0
Jay-Jay;S. Maikuma;27;16.0;S. Maikuma;V;/players/seiya-maikuma/651537/;seiya-maikuma;651537.0;stichting-az;S. Maikuma;
Jay-Jay;M. Deijl;27;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Jay-Jay;S. El Karouani;27;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;2.0
Jay-Jay;Ivo Pinto;27;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;
Jay-Jay;J. Veerman;27;23.0;J. Veerman;M;/players/joey--veerman/459312/;joey--veerman;459312.0;psv-nv;J. Veerman;7.0
Jay-Jay;R. Meerveld;27;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;3.0
Jay-Jay;B. Linssen;27;30.0;B. Linssen;A;/players/brian-linssen/52888/;brian-linssen;52888.0;nijmegen-eendracht-combinatie;B. Linssen;2.93
Jay-Jay;Q. Timber;27;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;
Jay-Jay;B. Brobbey;27;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;13.13
Jay-Jay;S. Lammers;27;10.0;S. Lammers;A;/players/sam-lammers/407736/;sam-lammers;407736.0;stichting-fc-twente-65;S. Lammers;13.93
Rucebo;V. Barkas;27;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;2.0
Rucebo;Ivo Pinto;27;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;
Rucebo;J. Hato;27;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;27.0
Rucebo;D. Hancko;27;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;12.0
Rucebo;M. Deijl;27;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;15.0
Rucebo;S. Steijn;27;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;17.0
Rucebo;F. Krastev;27;50.0;F. Krastev;M;/players/filip-yavorov-krastev/550509/;filip-yavorov-krastev;550509.0;bvo-fc-zwolle;F. Krastev;
Rucebo;L. Brouwers;27;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;
Rucebo;T. Parrott;27;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;
Rucebo;L. de Jong;27;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;4.0
Rucebo;K. Ogawa;27;18.0;K. Ogawa;A;/players/koki-ogawa/435835/;koki-ogawa;435835.0;nijmegen-eendracht-combinatie;K. Ogawa;
tukkeRoel;V. Barkas;28;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;
tukkeRoel;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
tukkeRoel;J. Hato;28;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;15.0
tukkeRoel;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
tukkeRoel;C. Verdonk;28;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;-1.0
tukkeRoel;D. Mbayo;28;11.0;D. Mbayo;A;/players/dylan-mbayo/599681/;dylan-mbayo;599681.0;bvo-fc-zwolle;D. Mbayo;
tukkeRoel;S. Mijnans;28;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;
tukkeRoel;M. Seuntjens;28;20.0;M. Seuntjens;M;/players/mats-seuntjes/194827/;mats-seuntjes;194827.0;stichting-fc-groningen;M. Seuntjens;
tukkeRoel;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
tukkeRoel;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
tukkeRoel;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
methodmich;V. Barkas;28;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;
methodmich;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
methodmich;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
methodmich;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
methodmich;S. Mijnans;28;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;
methodmich;M. Ihattaren;28;52.0;M. Ihattaren;M;/players/mohammed-amine-ihattaren/525933/;mohammed-amine-ihattaren;525933.0;rkc-waalwijk;M. Ihattaren;
methodmich;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
methodmich;K. Hlynsson;28;;K. Hlynsson;M;/players/kristian-nokkvi-hlynsson/636342/;kristian-nokkvi-hlynsson;636342.0;sparta-rotterdam-bv;K. Hlynsson;
methodmich;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
methodmich;W. Weghorst;28;25.0;W. Weghorst;A;/players/wout-weghorst/255205/;wout-weghorst;255205.0;afc-ajax;W. Weghorst;
methodmich;S. van Hooijdonk;28;29.0;S. van Hooijdonk;A;/players/sydney-van-hooijdonk/555617/;sydney-van-hooijdonk;555617.0;nac-bv;S. van Hooijdonk;
FMNederland;V. Barkas;28;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;
FMNederland;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
FMNederland;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
FMNederland;C. Verdonk;28;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;-1.0
FMNederland;O. Boscagli;28;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;
FMNederland;S. Bastien;28;22.0;S. Bastien;M;/players/samuel-bastien/314097/;samuel-bastien;314097.0;fortuna-sittard;S. Bastien;0.27
FMNederland;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
FMNederland;Q. Timber;28;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;
FMNederland;T. Robinet;28;9.0;T. Robinet;A;/players/thomas-robinet/312659/;thomas-robinet;312659.0;fc-omniworld;T. Robinet;1.0
FMNederland;T. Lauritsen;28;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;
FMNederland;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
crispy;L. Unnerstall;28;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;17.0
crispy;B. Pereira;28;2.0;B. Pereira;V;/players/brayann-pereira/640596/;brayann-pereira;640596.0;nijmegen-eendracht-combinatie;B. Pereira;1.0
crispy;S. El Karouani;28;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;
crispy;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
crispy;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
crispy;R. Meerveld;28;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;
crispy;T. Lauritsen;28;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;
crispy;S. Mijnans;28;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;
crispy;D. Vente;28;9.0;D. Vente;A;/players/dylan-vente/426585/;dylan-vente;426585.0;bvo-fc-zwolle;D. Vente;
crispy;K. Taylor;28;8.0;K. Taylor;M;/players/kenneth-taylor/508784/;kenneth-taylor;508784.0;afc-ajax;K. Taylor;8.0
crispy;G. Til;28;20.0;G. Til;M;/players/guus-til/451981/;guus-til;451981.0;psv-nv;G. Til;
svvthomas;N. Olij;28;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;
svvthomas;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
svvthomas;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
svvthomas;D. Mirani;28;4.0;D. Mirani;V;/players/damon-mirani/289811/;damon-mirani;289811.0;stichting-heracles-almelo;D. Mirani;
svvthomas;C. Sandra;28;14.0;C. Sandra;M;/players/cisse-sandra/638266/;cisse-sandra;638266.0;sbv-willem-ii-tilburg;C. Sandra;
svvthomas;K. Ogawa;28;18.0;K. Ogawa;A;/players/koki-ogawa/435835/;koki-ogawa;435835.0;nijmegen-eendracht-combinatie;K. Ogawa;0.7
svvthomas;L. Brouwers;28;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;
svvthomas;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
svvthomas;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
svvthomas;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
svvthomas;D. Klaassen;28;18.0;D. Klaassen;M;/players/davy-klaassen/158581/;davy-klaassen;158581.0;afc-ajax;D. Klaassen;8.0
El Cid;L. Unnerstall;28;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;17.0
El Cid;P. Bochniewicz;28;5.0;P. Bochniewicz;V;/players/pawe-bochniewicz/273911/;pawe-bochniewicz;273911.0;sportclub-heerenveen;P. Bochniewicz;
El Cid;B. Nieuwkoop;28;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;
El Cid;D. van der Kust;28;;D. van der Kust;V;/players/djevencio-van-der-kust/569309/;djevencio-van-der-kust;569309.0;sparta-rotterdam-bv;D. van der Kust;
El Cid;A. Halilovic;28;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.13
El Cid;L. Valente;28;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;
El Cid;V. Jensen;28;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;
El Cid;D. Proper;28;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;3.0
El Cid;B. Traore;28;20.0;B. Traoré;A;/players/bertrand-traore/102801/;bertrand-traore;102801.0;afc-ajax;B. Traore;5.93
El Cid;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
El Cid;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
Otis.;V. Barkas;28;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;
Otis.;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
Otis.;M. Hilgers;28;2.0;M. Hilgers;V;/players/mees-hilgers/627701/;mees-hilgers;627701.0;stichting-fc-twente-65;M. Hilgers;0.0
Otis.;J. Hato;28;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;15.0
Otis.;J. Trenskow;28;20.0;J. Trenskow;A;/players/jacob-trenskow/672937/;jacob-trenskow;672937.0;sportclub-heerenveen;J. Trenskow;
Otis.;S. Mijnans;28;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;
Otis.;Rober;28;7.0;Róber;M;/players/roberto-gonzalez-bayon/500171/;roberto-gonzalez-bayon;500171.0;nijmegen-eendracht-combinatie;Rober;
Otis.;P. Clement;28;;P. Clement;M;/players/pelle-clement/379793/;pelle-clement;379793.0;sparta-rotterdam-bv;P. Clement;
Otis.;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
Otis.;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
Otis.;L. Kulenovic;28;19.0;L. Kulenović;A;/players/luka-kulenovi/631882/;luka-kulenovi;631882.0;stichting-heracles-almelo;L. Kulenovic;
Gordon Shumway;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
Gordon Shumway;B. Nieuwkoop;28;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;
Gordon Shumway;J. Hato;28;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;15.0
Gordon Shumway;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
Gordon Shumway;C. Neghli;28;;C. Neghli;A;/players/camiel-neghli/680707/;camiel-neghli;680707.0;sparta-rotterdam-bv;C. Neghli;
Gordon Shumway;L. Valente;28;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;
Gordon Shumway;D. Proper;28;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;3.0
Gordon Shumway;V. Jensen;28;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;
Gordon Shumway;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
Gordon Shumway;!K. Sierhuis;28;;;;;;;;;
Gordon Shumway;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
Suikerbrood;N. Olij;28;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;
Suikerbrood;S. Olsson;28;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;
Suikerbrood;D. Rensch;28;2.0;D. Rensch;V;/players/devyne-rensch/601396/;devyne-rensch;601396.0;afc-ajax;D. Rensch;
Suikerbrood;J. Amofa;28;25.0;J. Amofa;V;/players/jamal-amofa/668121/;jamal-amofa;668121.0;stichting-go-ahead-eagles;J. Amofa;
Suikerbrood;N. Viergever;28;24.0;N. Viergever;V;/players/nick--viergever/78529/;nick--viergever;78529.0;stichting-fc-utrecht;N. Viergever;
Suikerbrood;D. Proper;28;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;3.0
Suikerbrood;M. Vlap;28;18.0;M. Vlap;M;/players/michel-vlap/407742/;michel-vlap;407742.0;stichting-fc-twente-65;M. Vlap;5.51
Suikerbrood;A. Halilovic;28;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.13
Suikerbrood;A. Ueda;28;9.0;A. Ueda;A;/players/ayase-ueda/551425/;ayase-ueda;551425.0;feyenoord-rotterdam-nv;A. Ueda;
Suikerbrood;R. van Bommel;28;7.0;R. van Bommel;A;/players/ruben-van-bommel/834074/;ruben-van-bommel;834074.0;stichting-az;R. van Bommel;
Suikerbrood;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
EnGCatjuh;R. Roefs;28;22.0;R. Roefs;K;/players/robin-roefs/636190/;robin-roefs;636190.0;nijmegen-eendracht-combinatie;R. Roefs;1.0
EnGCatjuh;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
EnGCatjuh;O. Boscagli;28;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;
EnGCatjuh;S. El Karouani;28;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;
EnGCatjuh;Igor Paixao;28;14.0;Igor Paixão;A;/players/igor-guilherme-barbosa-da-paixao/593041/;igor-guilherme-barbosa-da-paixao;593041.0;feyenoord-rotterdam-nv;Igor Paixao;5.0
EnGCatjuh;J. Schreuders;28;14.0;J. Schreuders;M;/players/jorg-schreuders/877779/;jorg-schreuders;877779.0;stichting-fc-groningen;J. Schreuders;
EnGCatjuh;S. Adewoye;28;4.0;S. Adewoye;V;/players/shawn-adewoye/618207/;shawn-adewoye;618207.0;fortuna-sittard;S. Adewoye;
EnGCatjuh;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
EnGCatjuh;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
EnGCatjuh;B. Brobbey;28;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;11.93
EnGCatjuh;R. Meerveld;28;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;
Vishandel Makaay;R. Pasveer;28;22.0;R. Pasveer;K;/players/remko-pasveer/49689/;remko-pasveer;49689.0;afc-ajax;R. Pasveer;
Vishandel Makaay;R. Flamingo;28;6.0;R. Flamingo;V;/players/ryan-flamingo/627724/;ryan-flamingo;627724.0;psv-nv;R. Flamingo;
Vishandel Makaay;J. Lelieveld;28;2.0;J. Lelieveld;V;/players/julian-lelieveld/407738/;julian-lelieveld;407738.0;rkc-waalwijk;J. Lelieveld;
Vishandel Makaay;K. Leerdam;28;18.0;K. Leerdam;V;/players/kelvin-leerdam/68354/;kelvin-leerdam;68354.0;stichting-heracles-almelo;K. Leerdam;
Vishandel Makaay;M. Dijks;28;35.0;M. Dijks;V;/players/mitchel-dijks/219029/;mitchel-dijks;219029.0;fortuna-sittard;M. Dijks;1.37
Vishandel Makaay;T. Oosting;28;25.0;T. Oosting;M;/players/thijs-oosting/477591/;thijs-oosting;477591.0;stichting-fc-groningen;T. Oosting;
Vishandel Makaay;E. van Ee;28;21.0;E. van Ee;M;/players/espen-van-ee/921919/;espen-van-ee;921919.0;sportclub-heerenveen;E. van Ee;
Vishandel Makaay;P. Aaronson;28;21.0;P. Aaronson;M;/players/paxten-aaronson/576828/;paxten-aaronson;576828.0;stichting-fc-utrecht;P. Aaronson;
Vishandel Makaay;A. Hadj Moussa;28;23.0;A. Hadj Moussa;A;/players/anis--hadj-moussa/755639/;anis--hadj-moussa;755639.0;feyenoord-rotterdam-nv;A. Hadj Moussa;3.83
Vishandel Makaay;R. van Wolfswinkel;28;9.0;R. van Wolfswinkel;A;/players/ricky-van-wolfswinkel/59407/;ricky-van-wolfswinkel;59407.0;stichting-fc-twente-65;R. van Wolfswinkel;1.53
Vishandel Makaay;M. Meerdink;28;35.0;M. Meerdink;A;/players/mexx-meerdink/796451/;mexx-meerdink;796451.0;stichting-az;M. Meerdink;
Friggles;L. Unnerstall;28;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;17.0
Friggles;M. Ihattaren;28;52.0;M. Ihattaren;M;/players/mohammed-amine-ihattaren/525933/;mohammed-amine-ihattaren;525933.0;rkc-waalwijk;M. Ihattaren;
Friggles;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
Friggles;S. El Karouani;28;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;
Friggles;S. Mijnans;28;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;
Friggles;D. Proper;28;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;3.0
Friggles;M. Kohlert;28;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;
Friggles;K. Hlynsson;28;;K. Hlynsson;M;/players/kristian-nokkvi-hlynsson/636342/;kristian-nokkvi-hlynsson;636342.0;sparta-rotterdam-bv;K. Hlynsson;
Friggles;Q. Timber;28;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;
Friggles;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
Friggles;B. Brobbey;28;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;11.93
Jay-Jay;N. Olij;28;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;
Jay-Jay;S. Maikuma;28;16.0;S. Maikuma;V;/players/seiya-maikuma/651537/;seiya-maikuma;651537.0;stichting-az;S. Maikuma;15.0
Jay-Jay;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
Jay-Jay;S. El Karouani;28;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;
Jay-Jay;Ivo Pinto;28;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;2.0
Jay-Jay;J. Veerman;28;23.0;J. Veerman;M;/players/joey--veerman/459312/;joey--veerman;459312.0;psv-nv;J. Veerman;
Jay-Jay;R. Meerveld;28;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;
Jay-Jay;B. Linssen;28;30.0;B. Linssen;A;/players/brian-linssen/52888/;brian-linssen;52888.0;nijmegen-eendracht-combinatie;B. Linssen;0.8
Jay-Jay;Q. Timber;28;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;
Jay-Jay;B. Brobbey;28;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;11.93
Jay-Jay;S. Lammers;28;10.0;S. Lammers;A;/players/sam-lammers/407736/;sam-lammers;407736.0;stichting-fc-twente-65;S. Lammers;6.0
Rucebo;V. Barkas;28;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;
Rucebo;Ivo Pinto;28;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;2.0
Rucebo;J. Hato;28;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;15.0
Rucebo;D. Hancko;28;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;16.0
Rucebo;M. Deijl;28;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;1.0
Rucebo;S. Steijn;28;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;6.04
Rucebo;F. Krastev;28;50.0;F. Krastev;M;/players/filip-yavorov-krastev/550509/;filip-yavorov-krastev;550509.0;bvo-fc-zwolle;F. Krastev;
Rucebo;L. Brouwers;28;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;
Rucebo;T. Parrott;28;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;5.2
Rucebo;L. de Jong;28;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;
